Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
1234,20.0,6.0,NA,12160.0,2,3,2,1,1,1,1,13,3,3,1,1,5.0,5.0,1959.0,1959.0,4,2,11,11.0,2.0,180,3,3,2,3,3,4,4,1000.0,6,0.0,188.0,1188.0,2,4,2,1.0,1188.0,0.0,0.0,1188.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,2,1959,2,2.0,531.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,5.0,2010.0,5,2,142000
1235,70.0,5.0,55,8525.0,2,3,1,2,1,1,1,19,3,3,1,4,5.0,6.0,1911.0,1950.0,2,2,9,9.0,4.0,0,3,3,3,3,3,2,6,0.0,6,0.0,940.0,940.0,2,3,1,2.0,1024.0,940.0,0.0,1964.0,0.0,0.0,1.0,1.0,4,1,3,7.0,1,0.0,6,7,NA,4,0.0,0.0,6,6,3,0.0,192.0,0.0,0.0,0.0,0.0,5,5,6,0.0,11.0,2008.0,1,2,130000
1236,70.0,6.0,96,13132.0,2,3,1,1,1,1,1,7,3,3,1,4,5.0,5.0,1914.0,1950.0,2,2,16,16.0,4.0,0,3,3,1,2,3,3,6,0.0,6,0.0,747.0,747.0,2,2,2,3.0,892.0,892.0,0.0,1784.0,0.0,0.0,1.0,1.0,4,1,3,9.0,1,0.0,6,6,1914,3,1.0,180.0,4,4,3,203.0,40.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2006.0,1,1,138887
1237,160.0,6.0,36,2628.0,2,3,1,1,1,1,1,16,3,3,4,4,7.0,5.0,2003.0,2003.0,2,2,15,17.0,5.0,106,2,3,3,2,3,4,6,0.0,6,0.0,764.0,764.0,2,1,2,1.0,764.0,862.0,0.0,1626.0,0.0,0.0,2.0,1.0,2,1,2,6.0,1,0.0,6,4,2003,2,2.0,474.0,3,3,1,0.0,27.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2010.0,1,1,175500
1238,60.0,6.0,41,12393.0,2,3,3,1,1,4,1,6,3,3,1,4,7.0,5.0,2004.0,2005.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,6,0.0,6,0.0,847.0,847.0,2,1,2,1.0,847.0,1101.0,0.0,1948.0,0.0,0.0,2.0,1.0,4,1,2,8.0,1,1.0,2,4,2004,1,2.0,434.0,3,3,1,100.0,48.0,0.0,0.0,0.0,0.0,5,5,6,0.0,9.0,2006.0,1,1,195000
1239,20.0,6.0,63,13072.0,2,3,1,1,1,1,1,21,9,3,1,1,6.0,5.0,2005.0,2005.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,6,0.0,6,0.0,1141.0,1141.0,2,1,2,1.0,1141.0,0.0,0.0,1141.0,0.0,0.0,1.0,1.0,3,1,3,6.0,1,0.0,6,6,2005,3,2.0,484.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2006.0,1,2,142500
1240,20.0,6.0,64,9037.0,2,3,2,3,1,1,1,24,3,3,1,1,8.0,5.0,2006.0,2006.0,4,2,15,15.0,2.0,32,2,3,3,2,3,2,1,428.0,6,0.0,1048.0,1476.0,2,1,2,1.0,1484.0,0.0,0.0,1484.0,0.0,0.0,2.0,0.0,2,1,1,6.0,1,1.0,2,2,2006,2,2.0,472.0,3,3,1,120.0,33.0,0.0,0.0,0.0,0.0,5,5,6,0.0,12.0,2007.0,1,1,265900
1241,60.0,6.0,65,8158.0,2,3,1,1,1,1,1,6,3,3,1,4,7.0,5.0,2003.0,2003.0,2,2,15,15.0,2.0,252,2,3,3,2,3,4,1,550.0,6,0.0,334.0,884.0,2,1,2,1.0,884.0,884.0,0.0,1768.0,1.0,0.0,2.0,1.0,3,1,2,8.0,1,0.0,6,2,2003,2,2.0,543.0,3,3,1,0.0,63.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2008.0,1,1,224900
1242,20.0,6.0,83,9849.0,2,3,1,1,1,1,1,22,3,3,1,1,7.0,6.0,2007.0,2007.0,4,2,15,15.0,5.0,0,2,3,3,2,3,2,6,0.0,6,0.0,1689.0,1689.0,2,1,2,1.0,1689.0,0.0,0.0,1689.0,0.0,0.0,2.0,0.0,3,1,2,7.0,1,0.0,6,2,2007,2,3.0,954.0,3,3,1,0.0,56.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2007.0,4,6,248328
1243,85.0,6.0,85,10625.0,2,3,1,1,1,1,1,17,3,3,1,7,7.0,6.0,1974.0,1974.0,2,2,11,11.0,2.0,81,3,3,2,2,3,1,1,885.0,5,168.0,0.0,1053.0,2,3,2,1.0,1173.0,0.0,0.0,1173.0,1.0,0.0,2.0,0.0,3,1,2,6.0,1,2.0,3,2,1974,2,2.0,528.0,3,3,1,0.0,120.0,0.0,0.0,0.0,0.0,5,2,6,0.0,1.0,2010.0,1,5,170000
1244,20.0,6.0,107,13891.0,2,3,1,1,1,1,1,16,3,3,1,1,10.0,5.0,2006.0,2006.0,2,2,15,15.0,NA,NA,1,3,3,1,2,1,1,1386.0,6,0.0,690.0,2076.0,2,1,2,1.0,2076.0,0.0,0.0,2076.0,1.0,0.0,2.0,1.0,2,1,1,7.0,1,1.0,2,2,2006,1,3.0,850.0,3,3,1,216.0,229.0,0.0,0.0,0.0,0.0,5,5,6,0.0,9.0,2006.0,4,6,465000
1245,70.0,6.0,NA,11435.0,2,3,2,3,1,2,2,7,3,3,1,4,8.0,7.0,1929.0,1950.0,2,2,4,14.0,4.0,0,3,3,3,2,3,4,6,0.0,6,0.0,792.0,792.0,2,4,2,1.0,792.0,725.0,0.0,1517.0,0.0,0.0,1.0,0.0,3,1,2,7.0,1,2.0,2,6,1931,3,2.0,400.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,230000
1246,80.0,6.0,78,12090.0,2,3,1,1,1,1,1,17,3,3,1,8,6.0,7.0,1984.0,2003.0,4,2,15,15.0,2.0,74,3,3,2,2,3,4,6,0.0,6,0.0,585.0,585.0,2,1,2,1.0,1140.0,728.0,0.0,1868.0,0.0,0.0,3.0,1.0,3,1,3,7.0,1,1.0,3,4,1984,1,2.0,477.0,3,3,1,268.0,112.0,0.0,0.0,147.0,0.0,5,5,6,0.0,1.0,2007.0,1,2,178000
1247,60.0,3.0,65,8125.0,2,3,1,1,1,1,1,22,3,3,1,4,7.0,5.0,2005.0,2006.0,2,2,15,15.0,4.0,0,2,3,3,2,3,4,6,0.0,6,0.0,756.0,756.0,2,1,2,1.0,756.0,797.0,0.0,1553.0,0.0,0.0,2.0,1.0,3,1,2,6.0,1,0.0,6,2,2005,2,2.0,615.0,3,3,1,0.0,45.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2006.0,4,6,186500
1248,80.0,6.0,NA,12328.0,2,3,2,1,1,1,1,12,3,3,1,8,6.0,5.0,1976.0,1976.0,2,2,7,7.0,2.0,335,3,3,2,3,3,2,1,539.0,6,0.0,473.0,1012.0,2,3,2,1.0,1034.0,0.0,0.0,1034.0,1.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,2,1976,3,3.0,888.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2010.0,1,1,169900
1249,75.0,8.0,60,9600.0,2,1,1,1,1,1,1,18,3,3,1,6,6.0,5.0,1917.0,1950.0,2,2,1,1.0,4.0,0,3,3,1,2,3,4,4,319.0,6,0.0,416.0,735.0,5,4,1,1.0,1134.0,924.0,0.0,2058.0,0.0,0.0,1.0,1.0,3,1,3,8.0,1,1.0,2,6,1950,3,2.0,396.0,4,4,2,0.0,0.0,259.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2008.0,1,1,129500
1250,20.0,6.0,60,7200.0,2,3,1,1,1,1,1,13,3,3,1,1,5.0,7.0,1950.0,1950.0,2,2,9,9.0,4.0,0,3,3,2,3,3,4,3,534.0,4,96.0,246.0,876.0,2,3,2,1.0,988.0,0.0,0.0,988.0,0.0,0.0,1.0,0.0,3,1,3,6.0,1,0.0,6,2,1950,3,1.0,276.0,3,3,1,0.0,80.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2007.0,1,1,119000
1251,20.0,6.0,93,11160.0,2,3,1,1,1,2,1,13,3,3,1,1,7.0,5.0,1968.0,1968.0,4,2,4,4.0,4.0,0,2,3,2,3,3,4,2,1065.0,6,0.0,1045.0,2110.0,2,1,2,1.0,2110.0,0.0,0.0,2110.0,1.0,0.0,2.0,1.0,3,1,1,8.0,1,2.0,3,2,1968,1,2.0,522.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,244000
1252,120.0,6.0,NA,3136.0,2,3,2,1,1,2,1,16,3,3,4,1,7.0,5.0,2003.0,2003.0,2,2,15,17.0,5.0,163,2,3,3,2,3,4,6,0.0,6,0.0,1405.0,1405.0,2,1,2,1.0,1405.0,0.0,0.0,1405.0,0.0,0.0,2.0,0.0,2,1,2,6.0,1,1.0,2,2,2003,2,2.0,478.0,3,3,1,148.0,36.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2006.0,1,1,171750
1253,20.0,6.0,62,9858.0,2,3,1,1,1,1,1,12,3,3,1,1,5.0,6.0,1968.0,1968.0,2,2,7,7.0,4.0,0,3,3,2,3,3,4,3,510.0,6,0.0,354.0,864.0,2,3,2,1.0,874.0,0.0,0.0,874.0,1.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,2,1968,2,1.0,288.0,3,3,1,33.0,0.0,0.0,0.0,0.0,0.0,5,3,4,600.0,11.0,2009.0,1,1,130000
1254,60.0,6.0,NA,17542.0,2,3,2,1,1,1,1,25,3,3,1,4,7.0,7.0,1974.0,2003.0,2,2,16,16.0,4.0,0,2,3,2,3,3,1,5,125.0,2,1031.0,36.0,1192.0,2,3,2,1.0,1516.0,651.0,0.0,2167.0,1.0,0.0,2.0,1.0,3,1,2,9.0,1,2.0,2,2,1974,2,2.0,518.0,3,3,1,220.0,47.0,0.0,0.0,0.0,0.0,5,2,6,0.0,7.0,2007.0,1,1,294000
1255,60.0,6.0,60,6931.0,2,3,1,1,1,1,1,8,3,3,1,4,7.0,5.0,2003.0,2004.0,2,2,15,15.0,5.0,92,2,3,3,2,3,4,6,0.0,6,0.0,746.0,746.0,2,1,2,1.0,760.0,896.0,0.0,1656.0,0.0,0.0,2.0,1.0,3,1,2,7.0,1,1.0,2,4,2003,1,2.0,397.0,3,3,1,178.0,128.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2008.0,1,1,165400
1256,50.0,8.0,52,6240.0,2,3,1,1,1,1,1,4,3,3,1,2,6.0,6.0,1931.0,1950.0,2,2,16,16.0,4.0,0,3,3,1,3,4,4,5,425.0,6,0.0,459.0,884.0,2,3,2,2.0,959.0,408.0,0.0,1367.0,0.0,0.0,1.0,0.0,3,1,3,6.0,1,1.0,2,6,1978,3,1.0,560.0,3,3,1,0.0,0.0,0.0,0.0,120.0,0.0,5,5,6,0.0,11.0,2007.0,1,1,127500
1257,20.0,6.0,91,14303.0,2,3,2,1,1,2,1,14,3,3,1,1,8.0,5.0,1994.0,1994.0,4,2,7,7.0,2.0,554,2,3,3,2,3,1,1,1314.0,6,0.0,672.0,1986.0,2,1,2,1.0,1987.0,0.0,0.0,1987.0,1.0,0.0,2.0,0.0,2,1,2,7.0,1,1.0,3,2,1994,1,2.0,691.0,3,3,1,262.0,36.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2008.0,1,1,301500
1258,30.0,6.0,56,4060.0,2,3,1,1,1,2,1,8,2,3,1,1,5.0,8.0,1922.0,1950.0,2,2,16,16.0,4.0,0,3,3,3,4,3,4,6,0.0,6,0.0,864.0,864.0,2,1,2,1.0,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,2,1,3,4.0,1,0.0,6,7,NA,4,0.0,0.0,6,6,1,0.0,96.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2009.0,1,1,99900
1259,80.0,6.0,59,9587.0,2,3,2,1,1,1,1,9,3,3,1,8,7.0,5.0,2005.0,2005.0,2,2,15,15.0,5.0,182,2,3,3,2,3,1,1,655.0,6,0.0,201.0,856.0,2,1,2,1.0,1166.0,0.0,0.0,1166.0,1.0,0.0,2.0,0.0,2,1,2,5.0,1,0.0,6,2,2005,1,2.0,400.0,3,3,1,212.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2008.0,1,1,190000
1260,20.0,6.0,65,9750.0,2,3,1,1,1,4,1,13,3,3,1,1,6.0,8.0,1969.0,1969.0,2,2,7,7.0,4.0,0,3,3,2,2,3,4,2,602.0,5,438.0,14.0,1054.0,2,2,2,1.0,1054.0,0.0,0.0,1054.0,1.0,0.0,1.0,1.0,3,1,3,6.0,1,0.0,6,2,1969,3,2.0,460.0,3,3,1,180.0,0.0,0.0,0.0,80.0,0.0,5,5,6,0.0,7.0,2008.0,1,1,151000
1261,60.0,6.0,NA,24682.0,2,3,4,1,1,3,1,9,5,3,1,4,6.0,5.0,1999.0,1999.0,2,2,15,15.0,4.0,0,3,3,3,2,3,4,6,0.0,6,0.0,841.0,841.0,2,1,2,1.0,892.0,783.0,0.0,1675.0,0.0,0.0,2.0,1.0,3,1,3,7.0,1,1.0,3,4,1999,1,2.0,502.0,3,3,1,0.0,103.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2009.0,1,1,181000
1262,20.0,6.0,80,9600.0,2,3,1,1,1,1,1,13,3,3,1,1,5.0,6.0,1956.0,1956.0,4,2,9,9.0,4.0,0,3,3,2,3,3,4,4,504.0,6,0.0,546.0,1050.0,2,2,2,1.0,1050.0,0.0,0.0,1050.0,0.0,0.0,1.0,0.0,2,1,3,5.0,1,0.0,6,2,1956,3,1.0,338.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2009.0,1,1,128900
1263,50.0,6.0,NA,11250.0,2,3,1,1,1,1,1,5,3,3,1,2,4.0,5.0,1957.0,1989.0,2,2,16,16.0,4.0,0,3,3,2,3,3,2,6,0.0,6,0.0,1104.0,1104.0,2,1,2,2.0,1104.0,684.0,0.0,1788.0,1.0,0.0,1.0,0.0,5,1,3,8.0,3,2.0,3,2,1957,3,1.0,304.0,3,3,1,120.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,11.0,2009.0,1,1,161500
1264,70.0,6.0,60,13515.0,2,2,1,1,1,1,1,4,3,3,1,4,6.0,6.0,1919.0,1950.0,3,2,16,16.0,4.0,0,3,3,3,3,3,4,6,0.0,6,0.0,764.0,764.0,2,1,2,2.0,1060.0,764.0,0.0,1824.0,0.0,0.0,1.0,0.0,3,1,3,8.0,1,1.0,2,6,1940,3,2.0,520.0,3,3,3,0.0,0.0,126.0,0.0,0.0,0.0,5,1,6,0.0,7.0,2007.0,1,1,180500
1265,120.0,5.0,34,4060.0,2,3,1,1,1,1,1,13,3,3,4,1,6.0,5.0,1998.0,1999.0,2,2,9,9.0,4.0,0,2,3,3,2,3,4,1,266.0,6,0.0,1139.0,1405.0,2,1,2,1.0,1337.0,0.0,0.0,1337.0,1.0,0.0,2.0,0.0,2,1,2,5.0,1,0.0,6,2,1998,1,2.0,511.0,3,3,1,144.0,68.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2008.0,5,2,181000
1266,160.0,3.0,35,3735.0,2,3,1,1,1,5,1,22,3,3,4,4,7.0,5.0,1999.0,1999.0,4,2,9,9.0,2.0,218,2,3,3,2,3,4,1,450.0,6,0.0,241.0,691.0,2,1,2,1.0,713.0,739.0,0.0,1452.0,1.0,0.0,2.0,1.0,3,1,2,6.0,1,0.0,6,6,1999,3,2.0,506.0,3,3,1,0.0,34.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2006.0,1,1,183900
1267,190.0,8.0,60,10120.0,2,3,2,2,1,1,1,18,2,3,2,6,7.0,4.0,1910.0,1950.0,4,2,16,16.0,4.0,0,4,3,2,3,3,4,6,0.0,6,0.0,925.0,925.0,2,3,1,3.0,964.0,925.0,0.0,1889.0,0.0,0.0,1.0,1.0,4,2,3,9.0,1,1.0,2,6,1960,3,1.0,308.0,3,3,3,0.0,0.0,264.0,0.0,0.0,0.0,5,2,6,0.0,1.0,2007.0,1,1,122000
1268,20.0,6.0,89,13214.0,2,3,2,3,1,1,1,24,3,3,1,1,9.0,5.0,2008.0,2009.0,4,2,14,6.0,4.0,0,1,3,3,1,3,1,6,0.0,6,0.0,2002.0,2002.0,2,1,2,1.0,2018.0,0.0,0.0,2018.0,0.0,0.0,2.0,0.0,3,1,1,10.0,1,1.0,2,2,2009,1,3.0,746.0,3,3,1,144.0,76.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2010.0,1,1,378500
1269,50.0,6.0,NA,14100.0,2,3,2,1,1,1,2,7,3,3,1,2,8.0,9.0,1935.0,1997.0,2,2,14,14.0,2.0,632,3,2,2,3,3,3,4,192.0,6,0.0,536.0,728.0,2,1,2,1.0,1968.0,1479.0,0.0,3447.0,0.0,0.0,3.0,1.0,4,1,2,11.0,1,2.0,2,4,1982,3,3.0,1014.0,3,3,1,314.0,12.0,0.0,0.0,0.0,0.0,5,3,6,0.0,5.0,2008.0,1,1,381000
1270,50.0,6.0,78,11344.0,2,3,1,1,1,1,1,13,2,3,1,2,5.0,5.0,1958.0,1958.0,2,2,9,9.0,2.0,180,3,3,2,3,3,4,3,460.0,6,0.0,414.0,874.0,3,3,2,2.0,874.0,650.0,0.0,1524.0,0.0,0.0,1.0,1.0,3,1,3,7.0,1,0.0,6,2,1958,3,1.0,315.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,3,6,0.0,7.0,2007.0,1,1,144000
1271,40.0,6.0,NA,23595.0,2,3,1,4,1,1,3,5,3,3,1,1,7.0,6.0,1979.0,1979.0,6,7,11,11.0,4.0,0,2,3,3,2,3,1,1,1258.0,6,0.0,74.0,1332.0,2,3,2,1.0,1332.0,192.0,0.0,1524.0,2.0,0.0,0.0,1.0,0,1,2,4.0,1,1.0,3,2,1979,1,2.0,586.0,3,3,1,268.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,260000
1272,20.0,6.0,NA,9156.0,2,3,2,1,1,1,1,17,6,3,1,1,6.0,7.0,1968.0,1968.0,4,2,4,4.0,4.0,0,3,3,2,3,3,4,6,0.0,6,0.0,1489.0,1489.0,2,2,2,1.0,1489.0,0.0,0.0,1489.0,0.0,0.0,2.0,0.0,3,1,2,7.0,1,1.0,2,2,1968,2,2.0,462.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,8.0,2009.0,1,1,185750
1273,20.0,6.0,NA,13526.0,2,3,2,1,1,3,1,20,3,3,1,1,5.0,6.0,1965.0,1965.0,4,2,7,11.0,2.0,114,3,3,2,3,3,4,3,560.0,5,375.0,0.0,935.0,2,3,2,1.0,935.0,0.0,0.0,935.0,1.0,0.0,1.0,0.0,3,1,3,5.0,1,0.0,6,2,1965,3,1.0,288.0,3,3,1,180.0,0.0,0.0,0.0,0.0,0.0,5,2,6,0.0,11.0,2006.0,1,1,137000
1274,80.0,6.0,124,11512.0,2,3,2,1,1,2,1,8,3,3,1,8,6.0,7.0,1959.0,2006.0,2,2,11,11.0,2.0,84,3,3,2,3,3,2,2,719.0,6,0.0,300.0,1019.0,2,2,2,1.0,1357.0,0.0,0.0,1357.0,1.0,0.0,1.0,0.0,2,1,1,5.0,1,1.0,2,3,1959,2,1.0,312.0,3,3,1,0.0,0.0,0.0,0.0,163.0,0.0,5,1,6,0.0,5.0,2008.0,1,1,177000
1275,50.0,6.0,53,5362.0,2,3,1,1,1,2,1,7,3,3,1,2,5.0,6.0,1910.0,2003.0,2,2,16,17.0,4.0,0,3,3,3,3,3,4,6,0.0,6,0.0,661.0,661.0,2,1,2,1.0,661.0,589.0,0.0,1250.0,0.0,0.0,2.0,0.0,3,1,3,8.0,1,1.0,2,6,1985,3,2.0,552.0,3,3,1,242.0,0.0,81.0,0.0,0.0,0.0,5,5,6,0.0,11.0,2007.0,1,1,139000
1276,90.0,6.0,95,11345.0,2,3,1,1,1,2,1,13,2,3,3,4,5.0,5.0,1948.0,1950.0,2,5,1,1.0,5.0,567,3,3,2,3,3,4,4,220.0,6,0.0,708.0,928.0,2,2,2,2.0,928.0,992.0,0.0,1920.0,0.0,0.0,2.0,0.0,4,2,3,10.0,1,0.0,6,6,1948,3,2.0,400.0,3,4,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,7.0,2007.0,1,1,137000
1277,60.0,6.0,NA,12936.0,2,3,2,1,1,3,1,17,3,3,1,4,6.0,6.0,1972.0,1972.0,2,2,7,11.0,4.0,0,3,3,2,3,2,4,3,593.0,6,0.0,130.0,723.0,2,3,2,1.0,735.0,660.0,0.0,1395.0,0.0,1.0,1.0,1.0,3,1,3,6.0,1,1.0,3,2,1972,3,2.0,497.0,3,3,1,294.0,116.0,0.0,0.0,0.0,0.0,5,5,6,0.0,12.0,2009.0,1,1,162000
1278,80.0,6.0,NA,17871.0,2,3,2,1,1,3,1,17,3,3,1,8,6.0,5.0,1967.0,1976.0,2,2,7,7.0,2.0,359,3,3,2,2,3,2,2,528.0,6,0.0,1152.0,1680.0,2,4,2,1.0,1724.0,0.0,0.0,1724.0,1.0,0.0,1.0,1.0,3,1,3,7.0,1,1.0,2,2,1967,2,2.0,480.0,3,3,1,0.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2009.0,1,1,197900
1279,60.0,6.0,75,9473.0,2,3,1,1,1,1,1,6,3,3,1,4,8.0,5.0,2002.0,2002.0,2,2,15,15.0,NA,NA,2,3,3,2,3,4,1,804.0,6,0.0,324.0,1128.0,2,1,2,1.0,1128.0,903.0,0.0,2031.0,1.0,0.0,2.0,1.0,3,1,2,7.0,1,1.0,2,2,2002,2,2.0,577.0,3,3,1,0.0,211.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2008.0,1,1,237000
1280,50.0,C (all),60,7500.0,2,3,1,1,1,1,1,10,3,3,1,2,4.0,4.0,1920.0,1950.0,2,2,9,9.0,4.0,0,3,2,2,3,3,4,6,0.0,6,0.0,698.0,698.0,2,3,2,2.0,698.0,430.0,0.0,1128.0,0.0,0.0,1.0,0.0,2,1,3,6.0,1,0.0,6,6,1980,2,2.0,528.0,3,3,1,30.0,0.0,164.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,5,2,68400
1281,20.0,6.0,67,9808.0,2,3,2,1,1,1,1,6,3,3,1,1,7.0,5.0,2002.0,2002.0,2,2,15,15.0,2.0,110,2,3,3,2,3,4,1,788.0,6,0.0,785.0,1573.0,2,1,2,1.0,1573.0,0.0,0.0,1573.0,1.0,0.0,2.0,0.0,3,1,2,6.0,1,0.0,6,2,2002,2,2.0,544.0,3,3,1,0.0,72.0,0.0,0.0,0.0,0.0,5,5,6,0.0,3.0,2009.0,1,1,227000
1282,20.0,6.0,50,8049.0,2,3,2,1,1,3,1,24,3,3,1,1,7.0,5.0,1990.0,1990.0,4,2,7,7.0,2.0,54,3,3,2,2,3,4,2,1053.0,6,0.0,256.0,1309.0,2,3,2,1.0,1339.0,0.0,0.0,1339.0,1.0,0.0,2.0,0.0,2,1,3,6.0,1,1.0,3,2,1990,1,2.0,484.0,2,2,1,0.0,58.0,0.0,0.0,90.0,0.0,5,5,6,0.0,7.0,2006.0,1,1,180000
1283,20.0,6.0,61,8800.0,2,3,2,1,1,1,1,6,3,3,1,1,5.0,7.0,1977.0,2008.0,2,2,7,7.0,4.0,0,3,3,2,2,3,3,5,532.0,4,144.0,364.0,1040.0,2,3,2,1.0,1040.0,0.0,0.0,1040.0,0.0,0.0,2.0,0.0,3,1,2,5.0,1,0.0,6,6,1977,3,2.0,484.0,3,3,1,0.0,0.0,0.0,0.0,288.0,0.0,5,5,6,0.0,9.0,2009.0,1,1,150500
1284,90.0,6.0,94,9400.0,2,3,1,4,1,2,1,12,3,3,3,4,6.0,5.0,1971.0,1971.0,5,2,9,17.0,4.0,0,3,3,2,3,3,2,6,0.0,6,0.0,912.0,912.0,2,3,2,1.0,912.0,912.0,0.0,1824.0,0.0,0.0,2.0,2.0,4,2,3,8.0,1,0.0,6,7,NA,4,0.0,0.0,6,6,1,128.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,4.0,2010.0,1,1,139000
1285,50.0,6.0,50,9638.0,2,3,1,1,1,1,1,19,2,3,1,2,6.0,7.0,1919.0,1990.0,2,2,16,17.0,4.0,0,3,3,3,3,3,4,6,0.0,6,0.0,804.0,804.0,2,1,2,1.0,1699.0,748.0,0.0,2447.0,0.0,0.0,2.0,0.0,4,1,2,10.0,3,1.0,2,6,1969,3,1.0,336.0,3,3,1,272.0,0.0,42.0,0.0,116.0,0.0,5,5,6,0.0,3.0,2010.0,1,1,169000
1286,50.0,8.0,50,6000.0,2,3,1,1,1,1,1,4,3,3,1,2,6.0,6.0,1939.0,1950.0,2,2,9,9.0,4.0,0,3,4,2,3,3,4,6,0.0,6,0.0,780.0,780.0,2,1,2,3.0,825.0,587.0,0.0,1412.0,0.0,0.0,1.0,0.0,4,1,3,6.0,1,1.0,2,6,1939,3,1.0,280.0,3,3,1,45.0,0.0,0.0,0.0,0.0,0.0,5,5,6,0.0,5.0,2009.0,1,1,132500
1287,20.0,6.0,NA,9790.0,2,3,1,1,1,1,1,17,2,3,1,1,6.0,5.0,1963.0,1963.0,4,2,7,7.0,2.0,451,3,3,2,3,3,4,2,569.0,4,81.0,678.0,1328.0,2,3,2,1.0,1328.0,0.0,0.0,1328.0,1.0,0.0,1.0,1.0,3,1,3,6.0,1,2.0,2,2,1963,3,2.0,528.0,3,3,1,0.0,26.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2010.0,1,1,143000
1288,20.0,6.0,NA,36500.0,2,3,2,4,1,1,2,5,3,3,1,1,5.0,5.0,1964.0,1964.0,2,2,16,16.0,1.0,621,3,2,2,3,3,2,4,812.0,6,0.0,812.0,1624.0,2,4,2,1.0,1582.0,0.0,0.0,1582.0,0.0,1.0,2.0,0.0,4,1,3,7.0,1,0.0,6,2,1964,3,2.0,390.0,3,3,3,168.0,198.0,0.0,0.0,0.0,0.0,5,5,6,0.0,6.0,2006.0,1,1,190000
